year,OverGunnarsfjorden,Farewell_Lake,Over_Gunnarsfjorden,Lomonosovfonna,Holsteinsborg_Dyb,SO90_39KG,CaribbeanSea,Lake_C2,DeBilt_summer,NorthGRIP,Grimsey,MD95_2011,CampCentury,Hani,GeoB95015,Yamal,DeBilt_winter,Teletskoe_Lake,Crete,MD99-2275_45,Braya_So,Lake_Anterne,KuroshioExtension,Clear_Pond,Albania,Western_Himalaya,Forfjorddalen,Lake_Korttajarv,Lower_Murray_Lake,Hells_Kitchen_Lake,Donard_Lake,Gulf_of_Alaska,AkademiiNauk,GISP2_d18O,Khibiny,East_China,Feni_Drift,Gulf_of_Taranto,SouthernAltai,Dye_3,SG95,Tibet,Gahai_Lake,ODP_Hole_1202B,Agassiz,Polar_Urals,Tornetrask,Tien_Shan,Conroy_Lake,Iceberg_Lake,Indigirka,Haukadalsvatn,Pigmy_Basin,MD99-2275,Lake_Pieni-Kauro,ColumbiaIceField,CentralEurope,Kongressvatnet,Moose_Lake,SouthernSierraNevada,B18,Dunde,Blue_Lake,LoneSprucePond,Screaming_Lynx_Lake,GeoB6008_1,Qamdo,Qigai_Nuur,Lake_of_the_Clouds,Alps,NorthernSpain,Avam_Taimyr,RAPiD213K,Prince_of_Wales,Lake_Lehmilampi,Lake_Redon,Sol_Dav,Chesapeake_Bay,Yakushima_Island,Finnish_Lapland,MSM05_5_712_1,Hallet_Lake,BorealPlateau,Sugan_Lake,FM3,Renland,Guliya,UpperWrightLakes,North_Pacific_Gyre,NorwegianSea,Spannagel_Cave,GreatBasin,Iceland,Caribbean_Sea,CariacoBasin,Pescadero_Basin,GISP2,Big_Round_Lake,Jones_Lake,Cariaco_Basin,ShiHua_Cave,North_Iceland_Shelf_SUM,Vallee_des_Merveilles,North_Iceland_Shelf_WIN,GRIP,Indo_Pacific_Warm_Pool,NINO4_region,Coast_of_Porto,Yangtze_Delta,Devon_Ice_Cap,RAPiD-35-25B,NorthernScandinavia,Basin_Pond,Buddha_Cave,Lake_Neuchatel,Karakorum_Mts,Jamtland,Bermuda_Rise,Lake_Nautajarvi,Southern_Colorado_Plateau,Laanila,Penido_Vello,Karakorum_Mountains,PennyIceCap,Nadas_Lake,IndonesianThroughflow,EasternCarpathians,ColombiaIcefield_Win
1305,11.76511042,-0.155069474,-7.167624356,-12.79801825,-9.375,26.48659794,26.040625,0.94997747,16.45561813,-35,0.687,10.0610752,-29.5025,-19.9951953,25.83,-0.016,1.832657994,-1.34864194,-34.17,8.88446373,5.562661538,10.4023499,0.17,18.95,1.084,0.215743802,0.488054973,-96.813,2.050246929,17.8,1.911364,7.219,-23.6,-34.12,-0.0671082,0,13.64076923,-0.46615,14.4536445,-27.13,-7.237012212,1.93,15.45152081,25.59518519,0.339562624,0.584,10.622,0.867831446,18.775,0.08,9.529837908,6.6,23.75076923,7.721455714,14.95614444,-0.24,-1.277507066,2.1,13.46772691,15.77,-36.96,-11.37,0.096,23.23430921,15.52537692,19.325,5.09986,3.810465897,17.4,-0.711155978,0.861356205,0.381,10.37269464,-25.09112201,-60.83,-0.74364491,0.769,11.96933333,21.89761327,13.38231668,3.581481481,0.5,1.039,17.84151958,6.91311218,-27.94,-13.92685714,0.922,17.80384615,-1.295,1.7,-0.0666,3.18333,27.38125,26.2245,7.5,-31.7335,2.17,15.96385802,28.1572,23.61061863,7.001065474,0.20907426,2.79110411,-34.42,28.32,26.17,15.146059,8.196774203,-27.856,6.9109321,-0.53819,19.9125,-8.846114754,10.6215088,1.08,1.713278186,22.512,-49.15,15.38,-0.182180379,0.810454545,-0.1,-23.80059991,9.243516463,-0.310189825,-0.37,1.077615698
1306,11.74331773,-0.146371837,-7.181035246,-12.69664295,-8.991768533,26.52783505,26.04525,2.05390259,16.43961586,-36.29,-0.119,9.906862693,-29.557,-19.98110134,25.8,-1.253,1.820589593,-1.401232046,-32.41,9.024452983,5.497007692,10.41016093,0.18,18.9575,0.953,0.242465565,0.654916598,-81.3,1.010654135,17.8025,1.863166,7.244,-22.2,-34.37,0.514240052,-0.02,13.59153846,-0.452,14.45519826,-27.75,-7.241287054,1.94,15.44699682,25.5837037,0.237318943,0.087,10.811,0.881704832,18.7775,0.08,9.483809539,6.9,23.74307692,7.73542,14.94704,-0.19,-1.088927445,2.157142857,13.45286432,16.41,-36.98,-11.24280488,0.078,23.20272605,15.53005577,19.3,5.1545,3.681770601,17.4,-0.100798603,0.852908493,0.586,10.34742359,-25.20052442,-47.84,-0.755463336,0.858,12.336,21.901267,14.82038541,3.596296296,0.5,1.106,17.83825818,6.906539674,-26.8,-14.11237143,1.037,17.79230769,-1.304,1.75,-0.0669,3.185528,27.3885,26.4036,7.2,-31.532875,2.26,15.96273898,28.1515,22.56859346,6.987423015,0.445041186,2.777629224,-35.84,28.321,26.18,15.10186131,8.081597551,-27.984,6.858184203,-0.018908,19.905,-8.849721311,10.60851134,0.99,1.272488058,22.5074,-50.214,15.57,0.554916651,0.829090909,0.219,-23.72768203,9.238713877,-0.3212844,0.134,1.0937696
1307,11.72152503,-0.137674199,-7.194446135,-12.60012192,-8.608537066,26.56907216,26.049875,0.92902549,16.4236136,-35.18,0.279,9.752650187,-29.6115,-19.84963204,25.77,1.444,1.808521191,-1.419722338,-32.19,9.164442236,5.431353846,10.39525453,0.25,18.965,1.019,0.271884837,-1.296080864,-85.429,0.448605569,17.805,2.176453,8.116,-22.2,-33.75,0.380102335,-0.04,13.54230769,-0.469766667,14.45675202,-26.08,-7.245561895,1.96,15.44247282,25.57222222,0.214598126,0.865,9.511,0.894051658,18.78,0.2,9.43778117,7.2,23.73538462,7.666175714,14.93793556,-0.2,-1.897834767,2.214285714,13.43800172,15.56,-38.09,-11.11560976,0.086,23.29594099,15.53473462,19.29166667,5.3072,3.553075306,17.4,-0.87997823,0.84446078,0.893,10.32491261,-25.48435652,-51.26,-0.767281762,0.766,12.70266667,21.90316076,13.72868212,3.611111111,0.5,0.987,17.83499678,6.899967169,-26.09,-14.29788571,0.872,17.78076923,-1.313,1.8,-0.1086,3.187726,27.39575,26.4545,6.9,-31.332,2.09,15.96161995,28.1897,23.07467414,6.973780556,-0.270350606,2.764154338,-34.32,28.322,26.19,15.08210364,8.171989237,-28.112,6.805436306,-0.53819,19.8975,-8.853327869,10.59551387,1.45,1.482266113,22.5028,-46.368,15.64,0.323959581,0.847727273,0.479,-23.65476414,9.233911291,-0.332378974,0.554,1.109923502
1308,11.69973234,-0.133953144,-7.207857024,-12.51112509,-8.225305599,26.61030928,26.0545,1.12446346,16.40761133,-34.02,0.344,9.821762858,-29.666,-19.84770262,25.74,-0.124,1.79645279,-1.29612204,-34.27,8.946718557,5.3657,10.38034813,0.17,18.9725,1.127,0.301359161,1.630415329,-103.55,0.754397682,17.8075,2.393344,6.884,-23.4,-35.3,-0.262105397,-0.06,13.49307692,-0.487533333,14.45830578,-26.83,-7.249836736,1.98,15.43794882,25.56074074,-0.092132917,-0.173,9.408,0.903299107,18.7825,0.1,9.391752802,7.5,23.72769231,7.596931429,14.92883111,0.36,-0.900347824,2.271428571,13.42313913,14.13,-37.81,-10.98841463,0.033,23.48365811,15.53941346,19.28333333,5.26938,3.42438001,17.4,-0.217675547,0.834836577,0.538,10.30577131,-25.76818863,-48.09,-0.776445101,0.856,13.06933333,21.89983044,12.6536502,3.625925926,0.533333333,1.118,17.83173537,6.893394663,-26.44,-14.4834,0.823,17.76923077,-1.322,1.733333333,-0.0896,3.189924,27.403,26.2168,6.6,-31.132125,2.23,15.96050091,28.2508,22.569244,6.960138097,-0.068093241,2.750679452,-31.28,28.323,26.2,15.08419387,8.363225801,-28.24,6.837839813,-0.48728,19.89,-8.856934426,10.58561631,1.13,0.826580046,22.4982,-53.563,15.45,1.03157273,0.866363636,-0.14,-23.60519744,9.229108705,-0.343473549,0.665,1.126077403
1309,11.67793964,-0.160802522,-7.221267914,-12.43232239,-7.842074133,26.65154639,26.059125,0.5377169,16.39160906,-34.76,0.644,9.918984624,-29.7205,-19.8457732,25.71,1.398,1.784384389,-1.205564163,-34.78,8.728994879,5.387292308,10.36544174,0.07,18.98,0.957,0.330833485,-1.462942489,-95.647,-0.031750935,17.81,4.321264,7.564,-22.4,-36.69,0.275885482,-0.08,13.44384615,-0.5053,14.45985954,-27.27,-7.254111578,1.98,15.43342482,25.54925926,-0.557909685,0.754,8.528,0.912546556,18.785,0.05,9.345724433,7.8,23.72,7.527687143,14.91972667,0.65,-0.523188582,2.328571429,13.40827653,15.22,-36.42,-10.86121951,0.02,23.67137524,15.54409231,19.275,5.24276,3.295684714,17.4,-0.321566164,0.785800632,0.353,10.28663001,-26.05202074,-47.82,-0.784815362,1.01,13.03701657,21.89650011,12.55279207,3.640740741,0.566666667,0.755,17.82847397,6.886822157,-27.21,-14.66891428,0.602,17.75769231,-1.331,1.666666667,-0.0625,3.192122,27.41025,26.2129,6.3,-30.93275,2.33,15.95938187,28.2919,22.56956922,6.946495638,-0.225404525,2.737204566,-34.58,28.324,26.21,15.0862841,8.554462365,-28.184,6.87024332,-1.261112,19.8825,-8.860540984,10.57966408,1.05,0.955462433,22.4936,-50.688,15.15,0.28956172,0.885,0.007,-23.55563074,9.224306119,-0.354568123,0.845,1.142231305
1310,11.65614694,-0.187651899,-7.234678803,-12.36638374,-7.458842666,26.69278351,26.06375,0.73315493,16.37560679,-35.17,-0.061,10.01620639,-29.775,-19.84384377,25.68,1.789,1.772315988,-1.147160108,-35.23,8.511271201,5.408884615,10.35053534,0.02,18.9875,1.042,0.376888938,1.065652906,-102.3,-0.502957298,17.8125,3.21271,7.386,-20,-34.93,0.429945178,-0.1,13.39461538,-0.4823,14.46207242,-27.95,-7.258386419,1.98,15.37378267,25.53777778,-0.557909685,0.316,10.452,0.921794005,18.7875,0.22,9.299696064,7.8,23.77833333,7.458442857,14.91062222,-0.13,-1.684442038,2.385714286,13.39341394,15.61,-36.08,-10.73402439,0.121,23.85909236,15.54877115,19.26666667,5.25397,3.166989418,17.4,-0.983868847,0.736764686,0.703,10.26748871,-26.33585284,-57.02,-0.793185623,1.044,13.0121547,21.89316979,12.55125489,3.655555556,0.6,1.208,17.82521257,6.880249651,-27.26,-14.85442857,1.041,17.74615385,-1.34,1.6,-0.0273,3.19432,27.4175,26.2097,6,-30.734375,2.21,15.95826283,28.3264,22.95512803,6.932853179,-0.064347734,2.72372968,-36.65,28.325,26.22,15.08837433,8.74569893,-28.128,6.902646827,0.286552,19.875,-8.864147541,10.57371184,0.55,0.666310405,22.489,-52.176,15.62,0.466465007,0.903636364,0.017,-23.50606404,9.219503533,-0.361639309,0.443,1.158385207
1311,11.63435425,-0.214501277,-7.248089693,-12.31597908,-7.075611199,26.73402062,26.068375,0.58644765,16.35960452,-35,1.031,10.11342815,-29.8295,-19.84191435,25.65,2.277,1.760247586,-1.111465463,-32.69,8.293547522,5.430476923,10.33562894,0,18.995,0.991,0.430428761,1.104159435,-114.63,-1.105166519,17.815,2.851225,7.121,-21.1,-34.24,-0.46849277,-0.12,13.34538462,-0.4593,14.4661041,-26.23,-7.262661261,2,15.23580067,25.5262963,-0.467026413,0.474,10.231,0.931041454,18.79,0.08,9.253667695,7.8,23.83666667,7.389198571,14.90151778,-1.55,-0.384235177,2.442857143,13.37855134,15.12,-36.88,-10.60682927,0.071,24.04680949,15.55345,19.25833333,5.10266,3.038294122,17.4,-0.47740209,0.687728741,0.939,10.24834741,-26.61968495,-57.05,-0.801555884,0.951,12.98729282,21.88983947,13.45779147,3.67037037,0.633333333,1.122,17.82195116,6.873677146,-28.17,-15.03994286,0.965,17.73461538,-1.322727273,1.666666667,0.012,3.196518,27.42475,26.0807,6.021621622,-30.53525,2.45,15.9571438,28.441,22.82336337,6.91921072,-0.41642537,2.710254795,-35.13,28.326,26.23,15.09046455,8.936935494,-28.072,6.935050334,-0.344732,19.8675,-8.867754098,10.56775961,0.81,1.017947655,22.4844,-48.471,15.16,-0.039674954,0.922272727,0.469,-23.45649734,9.214700947,-0.355969762,0.531,1.174539109
1312,11.61256155,-0.241350655,-7.261500582,-12.28377834,-6.692379732,26.77525773,26.073,0.73296423,16.34360225,-34.11,-0.409,10.21064992,-29.884,-19.83998493,25.62,-3.972,1.748179185,-1.293186692,-31.24,8.368460871,5.452069231,10.32072254,-0.01,19.0025,0.965,0.478990921,-1.693981662,-110.42,-0.497205655,17.8175,4.923739,6.793,-23.1,-36.03,-0.320572075,-0.14,13.29615385,-0.4363,14.47013577,-28.37,-7.266936102,2.01,15.09781868,25.51481481,-0.467026413,-1.393,9.503,0.940288903,18.7925,0,9.207639326,7.8,23.895,7.319954286,14.89241333,-0.36,-0.200618177,2.5,13.36368875,15.99,-37.3,-10.47963415,0.073,24.23452662,15.55812885,19.25,4.99478,2.909598826,17.4,-1.438390297,0.638692795,1.044,10.22920611,-26.55074464,-51.59,-0.809926145,1.031,12.96243094,21.88650914,12.14742404,3.685185185,0.666666667,1.104,17.81868976,6.86710464,-28.89,-15.22545714,0.98,17.72307692,-1.305454545,1.733333333,0.0511,3.198716,27.432,26.0373,6.043243243,-30.7205,2.15,15.95602476,28.3446,23.15124505,6.905568261,-0.367733782,2.696779909,-35.78,28.327,26.24,15.09255478,9.128172058,-28.016,6.967453841,-0.273458,19.86,-8.876548387,10.56180738,0.87,0.963978216,22.4798,-46.286,15.38,-0.010191072,0.940909091,0.504,-23.40693064,9.209898361,-0.350300216,0.781,1.190693011
1313,11.59076886,-0.268200032,-7.274911471,-12.27245144,-6.309148265,26.79170984,26.077625,0.83058477,16.32759998,-34.7,0.468,10.28090921,-29.9385,-19.83805551,25.59,1.199,1.736110784,-1.417960761,-34.03,8.44337422,5.473661538,10.30581614,-0.04,19.01,1.049,0.520927799,-0.590127835,-86.618,0.119264869,17.82,2.634334,7.292,-21.8,-36.41,-0.571101789,-0.16,13.24692308,-0.4133,14.47416744,-27.64,-7.271210943,2.02,14.95983669,25.50333333,-0.296620278,0.583,9.683,0.950128189,18.795,-0.04,9.161610958,7.8,23.95333333,7.25071,14.88330889,-0.67,0.002849309,2.557142857,13.34882615,15.06,-36.71,-10.35243902,0.066,24.42224374,15.56280769,19.24166667,5.11807,2.78090353,17.4,-1.191650082,0.58965685,1.061,10.21006481,-26.48180433,-56.92,-0.818296406,1.119,12.93756906,21.88317882,10.36687679,3.7,0.7,1.393,17.81542836,6.860532134,-26.68,-15.41097143,1.292,17.71153846,-1.288181818,1.8,0.087,3.200914,27.43925,26.1007,6.064864865,-31.00075,2.01,15.95490572,28.2028,23.29029771,6.888728926,0.46376872,2.689592391,-35.56,28.328,26.25,15.09464501,9.319408623,-27.96,6.999857348,-1.0982,19.8525,-8.932032258,10.55585515,1,0.635594272,22.4752,-49.429,15.42,-1.563008816,0.959545455,0.18,-23.6978936,9.205095775,-0.34463067,0.874,1.206846912
1314,11.56897616,-0.29504941,-7.288322361,-12.32843147,-6.576999532,26.77098446,26.08225,0.73277362,16.31159772,-34.31,0.406,10.26199699,-29.993,-19.83612608,25.56,0.556,1.724042383,-1.338501286,-33.3,8.518287568,5.495253846,10.29090974,-0.08,19.0175,0.945,0.565957567,-1.321751883,-91.971,1.979671542,17.8225,5.670808,7.137,-22.4,-35.21,-0.665379307,-0.18,13.19769231,-0.398475,14.47819911,-27.29,-7.275485785,2.04,14.82185469,25.49185185,-0.137574553,-0.077,9.19,0.969579719,18.7975,0.09,9.115582589,7.325,24.01166667,7.235047273,14.87420444,-0.69,-0.185730312,2.614285714,13.33396356,15.3,-36.21,-10.2252439,0.049,24.60996087,15.56748654,19.23333333,5.16991,2.652208234,17.4,-1.113732119,0.540620904,0.804,10.12653757,-26.41286401,-58.89,-0.826666667,1.112,12.91270718,21.8798485,11.18210645,3.714814815,0.733333333,1.339,17.81216696,6.853959629,-26.21,-15.59648571,1.062,17.7,-1.270909091,1.85,0.0938,3.203112,27.4465,26.4199,6.086486486,-31.280625,2.33,15.95378668,28.2176,23.66523872,6.855909045,0.254020341,2.707554348,-35.3,28.329,26.26,15.09673524,9.510645187,-27.964,7.032260855,-0.99638,19.845,-8.987516129,10.54990292,1.4,0.429149313,22.4706,-46.722,15.28,-1.071610796,0.978181818,-0.21,-23.98885657,9.200293189,-0.338961123,0.443,1.223000814
1315,11.54718347,-0.321898788,-7.30173325,-12.46431388,-6.8448508,26.75025907,26.086875,0.87921403,16.29559545,-34.94,0.331,10.24308478,-30.0475,-19.83419666,25.53,-1.057,1.711973981,-1.559841523,-35.15,8.593200917,5.516846154,10.27600335,-0.06,19.025,0.967,0.634557284,1.861454502,-117.19,3.998919453,17.825,2.224651,7.121,-23.3,-34.99,-0.29752646,-0.2,13.14846154,-0.38365,14.48223079,-28.34,-7.279760626,2.05,14.73797974,25.48037037,-0.160295371,0.13,10.503,0.98903125,18.8,-0.16,9.06955422,6.85,24.07,7.219384545,14.8651,-0.12,-1.346983769,2.671428571,13.31910096,14,-36.79,-10.09804878,0.052,24.797678,15.57216538,19.225,5.27358,2.523512938,17.4,-1.685130512,0.491584959,1.275,10.02979919,-26.3439237,-50.69,-0.835036928,1.063,12.8878453,21.87651818,13.27761928,3.72962963,0.766666667,1.016,17.80890555,6.852806164,-26.2,-15.782,0.832,17.70115385,-1.253636364,1.9,0.1453,3.20531,27.45375,26.1776,6.108108108,-31.5605,1.97,15.95255618,28.3527,23.44703208,6.823089165,-0.157985403,2.725516304,-35.8,28.33,26.27,15.09882547,9.701881751,-27.968,7.064664362,0.602194,19.8375,-8.984,10.54395068,1.06,0.801019157,22.466,-49,15.08,-0.167438439,0.996818182,0.024,-24.27981953,9.195490603,-0.333291577,1.026,1.239154716
1316,11.52539077,-0.348748165,-7.31514414,-12.63201215,-7.112702067,26.72953368,26.0915,1.02561636,16.27959318,-35.67,1.014,10.22417256,-30.102,-19.83226724,25.5,-0.859,1.69990558,-1.952955885,-35.46,8.67047042,5.538438462,10.26109695,-0.04,19.0325,0.991,0.682194089,0.719094146,-98.172,2.306122353,17.8275,2.031859,7.447,-21.6,-33.9,-0.693004812,-0.22,13.09923077,-0.368825,14.48626246,-28.8,-7.284035467,2.07,14.77341773,25.46888889,-0.591990912,0.145,11.534,1.008482781,18.805,0.25,9.023525851,6.375,24.12833333,7.203721818,14.86786444,-0.87,-1.222918228,2.728571429,13.30423837,14.61,-37.75,-10.21809006,0.028,24.98539512,15.57684423,19.21666667,5.25817,2.394817642,17.4,-0.542333725,0.442549013,0.669,9.933060813,-26.27498339,-45.9,-0.843407189,0.962,12.86298343,21.87318785,12.56991674,3.744444444,0.8,1.101,17.76929932,6.861716634,-25.73,-15.53787692,0.935,17.70230769,-1.236363636,1.95,0.1697,3.207508,27.461,25.8458,6.12972973,-31.84,2.71,15.95106183,28.4972,23.22366393,6.790269284,1.014358215,2.743478261,-36.57,28.323,26.272,15.10091569,9.893118316,-27.972,7.097067869,1.050202,19.83,-8.983032258,10.53799845,1.02,1.265644538,22.4614,-48.667,15.09,-0.742374122,1.015454545,0.264,-24.57078249,9.190688017,-0.32762203,1.084,1.211892421
1317,11.50359808,-0.375597543,-7.328555029,-12.78343977,-7.380553334,26.70880829,26.096125,0.55543841,16.26359091,-36.91,0.694,10.20526035,-30.1565,-19.83033782,25.47777778,-0.762,1.687837179,-2.227804292,-35.21,8.747739922,5.560030769,10.24619055,-0.04,19.04,1.009,0.720932109,1.24535004,-93.179,2.584249886,17.83,2.465641,8.033,-20.3,-35.1,-1.031039654,-0.24,13.05,-0.354,14.49029413,-28.45,-7.288310309,2.09,14.80885573,25.45740741,-0.591990912,-0.015,9.702,1.026172859,18.81,0,8.977497482,5.9,24.18666667,7.188059091,14.87062889,-0.47,-0.448749258,2.785714286,13.28937577,16.62,-38.03,-10.33813133,0.025,25.17311225,15.58152308,19.20833333,5.05082,2.266122346,17.4,-1.126718446,0.393513068,0.556,9.836322435,-25.74810198,-45.23,-0.85177745,1.026,12.0625,21.86985753,11.13273932,3.759259259,0.833333333,1.203,17.708164,6.870627104,-25.85,-15.29375385,1.167,17.70346154,-1.219090909,2,0.1959,3.209706,27.46825,26.2526,6.151351351,-32.118125,2.14,15.94956748,28.4736,23.18890827,6.757449403,0.703481153,2.761440217,-35.21,28.316,26.274,15.10300592,9.897096744,-27.976,7.129471376,-0.772376,19.8225,-8.982064516,10.53204622,1.03,0.97974154,22.4568,-50.962,14.61,-0.766944023,1.034090909,0.064,-24.86174545,9.185885431,-0.321952484,0.402,1.184630126
1318,11.48180538,-0.402446921,-7.341965918,-12.87051022,-7.648404602,26.6880829,26.10075,0.37596513,16.24758864,-35.95,0.316,10.18634813,-30.211,-19.82840839,25.45555556,-1.836,1.675768778,-2.181829574,-33.51,8.825009425,5.581623077,10.23128415,-0.08,19.0475,0.886,0.776781609,1.861454502,-89.654,2.119916177,17.8325,2.321047,8.421,-22,-33.96,-0.546350896,-0.26,13.00416667,-0.332375,14.4943258,-30.23,-7.29258515,2.09,14.84429373,25.44592593,-0.728315819,0.302,11.305,1.043713921,18.815,-0.06,8.931469114,6.7,24.245,7.172396364,14.87339333,-2.29,-0.384235177,2.842857143,13.27451318,15.71,-37.63,-10.45817261,0.066,25.36082937,15.58620192,19.2,5.34643,2.464801666,17.4,-0.931923539,0.344477123,0.659,9.739584056,-25.22122057,-43.14,-0.86014771,0.763,12.06766234,21.86652721,12.89016832,3.774074074,0.866666667,1.139,17.64702867,6.879537574,-28.68,-15.04963077,1.156,17.70461538,-1.201818182,1.966666667,0.4391,3.211904,27.4755,26.2694,6.172972973,-32.395625,2.33,15.94807313,28.536,23.18924208,6.724629523,0.56864291,2.779402174,-36.25,28.309,26.276,15.10401844,9.744301047,-27.98,7.161874883,0.082912,19.815,-8.981096774,10.52609399,0.8,1.347419012,22.4522,-48.211,15.07,0.481206948,1.052727273,0.285,-24.88213119,9.181082845,-0.316282937,0.939,1.157367831
1319,11.46001269,-0.429296298,-7.355376808,-12.89769471,-7.916255869,26.66735751,26.105375,0.55661082,16.23158637,-36.4,0.336,10.16826335,-30.2655,-19.82647897,25.43333333,-0.859,1.663700376,-1.554824696,-34.76,8.866715831,5.603215385,10.21637775,-0.12,19.055,0.982,0.871223584,-0.551621306,-82.333,0.336994718,17.835,1.887265,7.892,-23,-35.37,-0.622877281,-0.28,12.95833333,-0.31075,14.49835747,-30.88,-7.296859991,2.11,14.87973173,25.43444444,-0.807838682,0.583,9.984,1.061254983,18.82,0.04,8.885440745,7.5,24.30333333,7.156733636,14.87615778,-0.6,-0.860646851,2.9,13.25965058,16.09,-36.89,-10.57821388,0.071,25.5485465,15.59088077,19.23076923,5.39126,2.772373182,17.4,-1.204636409,0.295441177,0.838,9.642845677,-24.69433916,-47.82,-0.868517971,0.931,12.15207792,21.86319688,12.73373551,3.788888889,0.9,1.299,17.58589335,6.888448044,-27.92,-14.80550769,1.052,17.70576923,-1.184545455,1.933333333,0.4671,3.214102,27.48275,26.1186,6.194594595,-32.673875,2.59,15.94657878,28.4536,22.87145391,6.691809642,-0.02314716,2.79736413,-35.94,28.302,26.278,15.08268007,9.59150535,-28.008,7.19427839,-0.151274,19.8075,-8.984,10.52014176,1.12,1.148383643,22.4476,-49.462,15.01,0.338701522,1.071363636,-0.03,-24.90251692,9.176280259,-0.310613391,0.513,1.130105536
1320,11.43821999,-0.456145676,-7.368787697,-11.66533116,-8.184107136,26.64663212,26.11,1.23649214,16.2155841,-36.06,0.402,10.15057713,-30.32,-19.82454955,25.41111111,-1.729,1.651631975,-1.58434268,-36.94,8.908422238,5.624807692,10.20147135,-0.05,19.0625,0.938,0.922364751,0.205673761,-88.903,0.51077001,17.8375,1.983661,8.113,-19.8,-37.22,-1.278353701,-0.3,12.9125,-0.289125,14.50238915,-28.33,-7.299635686,2.12,14.93028366,25.42296296,-0.569270094,1.122,10.829,1.078796045,18.825,-0.1,8.839412376,7.22,24.36166667,7.141070909,14.87892222,-0.13,-0.36438469,2.9,13.24478799,14.24,-37.3,-10.69825516,0.066,25.73626363,15.59555962,19.26153846,5.19372,3.079944699,17.4,-2.568200757,0.246405232,0.664,9.568047966,-24.16745775,-41.12,-0.876888232,0.98,12.23649351,21.85986656,10.66952782,3.803703704,0.9,1.357,17.52475802,6.897358514,-27.73,-14.56138462,1.129,17.70692308,-1.167272727,1.9,0.4934,3.2163,27.49,26.279,6.216216216,-32.9525,1.9,15.94508443,28.2947,23.11695805,6.658989761,-0.041874694,2.815326087,-33.54,28.295,26.28,15.0613417,9.438709653,-28.036,7.226681897,0.133822,19.8,-8.964,10.51418952,1.12,0.990223838,22.443,-56.615,15.2,-0.2018363,1.09,-0.14,-24.92290266,9.171477673,-0.304943844,-0.16,1.102843241
1321,11.4164273,-0.482995054,-7.382198587,-10.43296761,-8.451958404,26.62590674,26.10675,0.88367927,16.19958183,-35.32,0.136,10.13289091,-30.284,-19.82262013,25.38888889,-0.407,1.639563574,-1.840307186,-36.14,8.950128644,5.6464,10.18656496,-0.07,19.07,1.075,0.973371756,-0.911015576,-72.034,1.461594439,17.84,2.610235,7.862,-19.1,-35.72,-1.244150694,-0.32,12.86666667,-0.2675,14.50642082,-28.54,-7.300787304,2.13,15.03735165,25.41148148,0.316841806,-0.201,9.443,1.096337107,18.83,-0.09,8.793384007,6.94,24.42,7.125408182,14.88168667,-2.28,0.052475525,2.9,13.22992539,15.3,-37.42,-10.81829644,0.047,25.92398075,15.60023846,19.29230769,5.37445,3.387516215,17.4,-0.828032922,0.197369286,0.972,9.584369675,-23.64057634,-47.77,-0.885258493,0.981,12.32090909,21.85653624,13.29382035,3.818518519,0.9,1.405,17.46362269,6.906268984,-27.58,-14.31726154,1.207,17.70807692,-1.15,1.8,0.516,3.218498,27.49625,26.2032,6.237837838,-32.79075,1.9,15.94359008,28.1895,22.73093567,6.626169881,-0.925814291,2.833288043,-36.13,28.288,26.282,15.04000334,9.285913956,-28.064,7.259085404,-1.169474,19.81,-8.944,10.50823729,1.08,1.097155535,22.4384,-52.938,15.31,-0.69323432,1.108636364,-0.04,-24.9432884,9.166675087,-0.302592639,1.457,1.075580946
